node_id,label,type
symptom::buồn bã,buồn bã,symptom
symptom::mệt mỏi,mệt mỏi,symptom
symptom::mất hứng thú,mất hứng thú,symptom
disease::BENH324,Nấm kẽ tái phát chưa rõ nguyên nhân chưa rõ nguyên nhân,disease
text::Nấm kẽ tái phát chưa rõ nguyên nhân chưa rõ nguyên nhân,Nấm kẽ tái phát chưa rõ nguyên nhân chưa rõ nguyên nhân,text
symptom::ngứa,ngứa,symptom
symptom::hăm kẽ,hăm kẽ,symptom
symptom::đỏ da,đỏ da,symptom
disease::BENH325,Đau đầu migraine nhẹ nhẹ,disease
text::Đau đầu migraine nhẹ nhẹ,Đau đầu migraine nhẹ nhẹ,text
symptom::đau đầu một bên,đau đầu một bên,symptom
symptom::buồn nôn,buồn nôn,symptom
symptom::sợ ánh sáng,sợ ánh sáng,symptom
disease::BENH326,Nấm kẽ nặng chưa rõ nguyên nhân,disease
text::Nấm kẽ nặng chưa rõ nguyên nhân,Nấm kẽ nặng chưa rõ nguyên nhân,text
symptom::ngứa,ngứa,symptom
symptom::hăm kẽ,hăm kẽ,symptom
symptom::đỏ da,đỏ da,symptom
disease::BENH327,Khàn tiếng vừa nặng,disease
text::Khàn tiếng vừa nặng,Khàn tiếng vừa nặng,text
symptom::nói khó,nói khó,symptom
symptom::giọng khàn,giọng khàn,symptom
symptom::đau họng,đau họng,symptom
disease::BENH328,Viêm khớp nhẹ,disease
text::Viêm khớp nhẹ,Viêm khớp nhẹ,text
symptom::đau khớp,đau khớp,symptom
symptom::sưng khớp,sưng khớp,symptom
symptom::cứng khớp,cứng khớp,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
disease::BENH329,Viêm thanh quản cấp chưa rõ nguyên nhân nhẹ,disease
text::Viêm thanh quản cấp chưa rõ nguyên nhân nhẹ,Viêm thanh quản cấp chưa rõ nguyên nhân nhẹ,text
symptom::khàn tiếng,khàn tiếng,symptom
symptom::ho,ho,symptom
symptom::đau họng,đau họng,symptom
disease::BENH330,Nhiễm khuẩn tiết niệu không đặc hiệu chưa rõ nguyên nhân,disease
text::Nhiễm khuẩn tiết niệu không đặc hiệu chưa rõ nguyên nhân,Nhiễm khuẩn tiết niệu không đặc hiệu chưa rõ nguyên nhân,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH331,Béo phì nhẹ mạn mạn,disease
text::Béo phì nhẹ mạn mạn,Béo phì nhẹ mạn mạn,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH332,Loãng xương không đặc hiệu không đặc hiệu,disease
text::Loãng xương không đặc hiệu không đặc hiệu,Loãng xương không đặc hiệu không đặc hiệu,text
symptom::đau lưng,đau lưng,symptom
symptom::giảm chiều cao,giảm chiều cao,symptom
symptom::dễ gãy xương,dễ gãy xương,symptom
disease::BENH333,Trầm cảm nhẹ mạn vừa nặng nhẹ,disease
text::Trầm cảm nhẹ mạn vừa nặng nhẹ,Trầm cảm nhẹ mạn vừa nặng nhẹ,text
symptom::buồn bã,buồn bã,symptom
symptom::mệt mỏi,mệt mỏi,symptom
symptom::mất hứng thú,mất hứng thú,symptom
disease::BENH334,Hạ đường huyết nặng vừa chưa rõ nguyên nhân,disease
text::Hạ đường huyết nặng vừa chưa rõ nguyên nhân,Hạ đường huyết nặng vừa chưa rõ nguyên nhân,text
symptom::run tay,run tay,symptom
symptom::vã mồ hôi,vã mồ hôi,symptom
symptom::đói,đói,symptom
symptom::mệt,mệt,symptom
disease::BENH335,Viêm lợi nhẹ nhẹ cấp nhẹ,disease
text::Viêm lợi nhẹ nhẹ cấp nhẹ,Viêm lợi nhẹ nhẹ cấp nhẹ,text
symptom::đỏ lợi,đỏ lợi,symptom
symptom::sưng lợi,sưng lợi,symptom
symptom::chảy máu lợi,chảy máu lợi,symptom
disease::BENH336,Nhiễm khuẩn tiết niệu cấp,disease
text::Nhiễm khuẩn tiết niệu cấp,Nhiễm khuẩn tiết niệu cấp,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH337,Run tay tái phát,disease
text::Run tay tái phát,Run tay tái phát,text
symptom::run tay,run tay,symptom
symptom::hồi hộp,hồi hộp,symptom
symptom::vã mồ hôi,vã mồ hôi,symptom
disease::BENH338,Đái máu cấp mạn chưa rõ nguyên nhân,disease
text::Đái máu cấp mạn chưa rõ nguyên nhân,Đái máu cấp mạn chưa rõ nguyên nhân,text
symptom::nước tiểu đỏ,nước tiểu đỏ,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::tiểu buốt,tiểu buốt,symptom
disease::BENH339,Viêm đại tràng nhẹ,disease
text::Viêm đại tràng nhẹ,Viêm đại tràng nhẹ,text
symptom::đau bụng,đau bụng,symptom
symptom::tiêu chảy,tiêu chảy,symptom
symptom::đầy hơi,đầy hơi,symptom
symptom::mót rặn,mót rặn,symptom
disease::BENH340,Viêm da tiếp xúc chưa rõ nguyên nhân,disease
text::Viêm da tiếp xúc chưa rõ nguyên nhân,Viêm da tiếp xúc chưa rõ nguyên nhân,text
symptom::đỏ da,đỏ da,symptom
symptom::rát,rát,symptom
symptom::ngứa,ngứa,symptom
symptom::phồng rộp,phồng rộp,symptom
disease::BENH341,Viêm bao hoạt dịch cấp cấp nặng,disease
text::Viêm bao hoạt dịch cấp cấp nặng,Viêm bao hoạt dịch cấp cấp nặng,text
symptom::đau khớp,đau khớp,symptom
symptom::sưng nóng,sưng nóng,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
disease::BENH342,Đau đầu migraine nhẹ không đặc hiệu,disease
text::Đau đầu migraine nhẹ không đặc hiệu,Đau đầu migraine nhẹ không đặc hiệu,text
symptom::đau đầu một bên,đau đầu một bên,symptom
symptom::buồn nôn,buồn nôn,symptom
symptom::sợ ánh sáng,sợ ánh sáng,symptom
disease::BENH343,Đau bụng vừa chưa rõ nguyên nhân,disease
text::Đau bụng vừa chưa rõ nguyên nhân,Đau bụng vừa chưa rõ nguyên nhân,text
symptom::đau bụng,đau bụng,symptom
symptom::buồn nôn,buồn nôn,symptom
symptom::chướng bụng,chướng bụng,symptom
disease::BENH344,Sỏi tiết niệu chưa rõ nguyên nhân,disease
text::Sỏi tiết niệu chưa rõ nguyên nhân,Sỏi tiết niệu chưa rõ nguyên nhân,text
symptom::đau quặn thận,đau quặn thận,symptom
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu máu,tiểu máu,symptom
disease::BENH345,Gan nhiễm mỡ nhẹ vừa,disease
text::Gan nhiễm mỡ nhẹ vừa,Gan nhiễm mỡ nhẹ vừa,text
symptom::mệt,mệt,symptom
symptom::nặng tức hạ sườn phải,nặng tức hạ sườn phải,symptom
disease::BENH346,Viêm mũi xoang cấp vừa,disease
text::Viêm mũi xoang cấp vừa,Viêm mũi xoang cấp vừa,text
symptom::nghẹt mũi,nghẹt mũi,symptom
symptom::chảy mũi,chảy mũi,symptom
symptom::đau đầu,đau đầu,symptom
symptom::sốt,sốt,symptom
disease::BENH347,Viêm da tiếp xúc vừa chưa rõ nguyên nhân,disease
text::Viêm da tiếp xúc vừa chưa rõ nguyên nhân,Viêm da tiếp xúc vừa chưa rõ nguyên nhân,text
symptom::đỏ da,đỏ da,symptom
symptom::rát,rát,symptom
symptom::ngứa,ngứa,symptom
symptom::phồng rộp,phồng rộp,symptom
disease::BENH348,Tiểu đêm không đặc hiệu vừa nhẹ,disease
text::Tiểu đêm không đặc hiệu vừa nhẹ,Tiểu đêm không đặc hiệu vừa nhẹ,text
symptom::đi tiểu nhiều về đêm,đi tiểu nhiều về đêm,symptom
symptom::mất ngủ,mất ngủ,symptom
symptom::mệt,mệt,symptom
disease::BENH349,Ù tai mạn chưa rõ nguyên nhân,disease
text::Ù tai mạn chưa rõ nguyên nhân,Ù tai mạn chưa rõ nguyên nhân,text
symptom::ù tai,ù tai,symptom
symptom::nghe kém,nghe kém,symptom
symptom::chóng mặt,chóng mặt,symptom
disease::BENH350,Hạ đường huyết vừa,disease
text::Hạ đường huyết vừa,Hạ đường huyết vừa,text
symptom::run tay,run tay,symptom
symptom::vã mồ hôi,vã mồ hôi,symptom
symptom::đói,đói,symptom
symptom::mệt,mệt,symptom
disease::BENH351,Sỏi tiết niệu mạn vừa,disease
text::Sỏi tiết niệu mạn vừa,Sỏi tiết niệu mạn vừa,text
symptom::đau quặn thận,đau quặn thận,symptom
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu máu,tiểu máu,symptom
disease::BENH352,Gan nhiễm mỡ không đặc hiệu vừa nặng,disease
text::Gan nhiễm mỡ không đặc hiệu vừa nặng,Gan nhiễm mỡ không đặc hiệu vừa nặng,text
symptom::mệt,mệt,symptom
symptom::nặng tức hạ sườn phải,nặng tức hạ sườn phải,symptom
disease::BENH353,Nhiễm khuẩn tiết niệu nặng cấp mạn cấp mạn,disease
text::Nhiễm khuẩn tiết niệu nặng cấp mạn cấp mạn,Nhiễm khuẩn tiết niệu nặng cấp mạn cấp mạn,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH354,Mụn trứng cá tái phát,disease
text::Mụn trứng cá tái phát,Mụn trứng cá tái phát,text
symptom::mụn viêm,mụn viêm,symptom
symptom::mụn đầu đen,mụn đầu đen,symptom
symptom::da dầu,da dầu,symptom
disease::BENH355,Đau đầu migraine không đặc hiệu,disease
text::Đau đầu migraine không đặc hiệu,Đau đầu migraine không đặc hiệu,text
symptom::đau đầu một bên,đau đầu một bên,symptom
symptom::buồn nôn,buồn nôn,symptom
symptom::sợ ánh sáng,sợ ánh sáng,symptom
disease::BENH356,Đái tháo đường type 2 không đặc hiệu,disease
text::Đái tháo đường type 2 không đặc hiệu,Đái tháo đường type 2 không đặc hiệu,text
symptom::khát nước,khát nước,symptom
symptom::tiểu nhiều,tiểu nhiều,symptom
symptom::mệt,mệt,symptom
symptom::sút cân,sút cân,symptom
disease::BENH357,Khô da chưa rõ nguyên nhân nặng,disease
text::Khô da chưa rõ nguyên nhân nặng,Khô da chưa rõ nguyên nhân nặng,text
symptom::da khô,da khô,symptom
symptom::nứt nẻ,nứt nẻ,symptom
symptom::ngứa,ngứa,symptom
disease::BENH358,Viêm bàng quang cấp chưa rõ nguyên nhân,disease
text::Viêm bàng quang cấp chưa rõ nguyên nhân,Viêm bàng quang cấp chưa rõ nguyên nhân,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau hạ vị,đau hạ vị,symptom
symptom::sốt nhẹ,sốt nhẹ,symptom
disease::BENH359,COVID-19 nặng không đặc hiệu cấp,disease
text::COVID-19 nặng không đặc hiệu cấp,COVID-19 nặng không đặc hiệu cấp,text
symptom::sốt,sốt,symptom
symptom::ho,ho,symptom
symptom::đau họng,đau họng,symptom
symptom::mất mùi vị,mất mùi vị,symptom
disease::BENH360,Đau đầu căng thẳng không đặc hiệu,disease
text::Đau đầu căng thẳng không đặc hiệu,Đau đầu căng thẳng không đặc hiệu,text
symptom::đau đầu,đau đầu,symptom
symptom::căng cổ,căng cổ,symptom
symptom::mệt,mệt,symptom
symptom::khó tập trung,khó tập trung,symptom
disease::BENH361,Tăng huyết áp nhẹ cấp,disease
text::Tăng huyết áp nhẹ cấp,Tăng huyết áp nhẹ cấp,text
symptom::đau đầu,đau đầu,symptom
symptom::hoa mắt,hoa mắt,symptom
symptom::chóng mặt,chóng mặt,symptom
symptom::mệt,mệt,symptom
disease::BENH362,Loãng xương nặng nhẹ không đặc hiệu,disease
text::Loãng xương nặng nhẹ không đặc hiệu,Loãng xương nặng nhẹ không đặc hiệu,text
symptom::đau lưng,đau lưng,symptom
symptom::giảm chiều cao,giảm chiều cao,symptom
symptom::dễ gãy xương,dễ gãy xương,symptom
disease::BENH363,Viêm phổi cộng đồng mạn cấp,disease
text::Viêm phổi cộng đồng mạn cấp,Viêm phổi cộng đồng mạn cấp,text
symptom::sốt,sốt,symptom
symptom::ho,ho,symptom
symptom::khó thở,khó thở,symptom
symptom::đau ngực,đau ngực,symptom
disease::BENH364,Béo phì nhẹ vừa vừa,disease
text::Béo phì nhẹ vừa vừa,Béo phì nhẹ vừa vừa,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH365,Tăng huyết áp nhẹ không đặc hiệu,disease
text::Tăng huyết áp nhẹ không đặc hiệu,Tăng huyết áp nhẹ không đặc hiệu,text
symptom::đau đầu,đau đầu,symptom
symptom::hoa mắt,hoa mắt,symptom
symptom::chóng mặt,chóng mặt,symptom
symptom::mệt,mệt,symptom
disease::BENH366,Suy thận mạn chưa rõ nguyên nhân nhẹ,disease
text::Suy thận mạn chưa rõ nguyên nhân nhẹ,Suy thận mạn chưa rõ nguyên nhân nhẹ,text
symptom::mệt,mệt,symptom
symptom::phù,phù,symptom
symptom::tiểu ít,tiểu ít,symptom
symptom::chán ăn,chán ăn,symptom
disease::BENH367,Viêm kết mạc nhẹ cấp nhẹ,disease
text::Viêm kết mạc nhẹ cấp nhẹ,Viêm kết mạc nhẹ cấp nhẹ,text
symptom::đỏ mắt,đỏ mắt,symptom
symptom::ngứa mắt,ngứa mắt,symptom
symptom::chảy ghèn,chảy ghèn,symptom
disease::BENH368,Suy thận cấp vừa mạn không đặc hiệu,disease
text::Suy thận cấp vừa mạn không đặc hiệu,Suy thận cấp vừa mạn không đặc hiệu,text
symptom::tiểu ít,tiểu ít,symptom
symptom::phù,phù,symptom
symptom::mệt,mệt,symptom
symptom::buồn nôn,buồn nôn,symptom
disease::BENH369,Rối loạn tiêu hóa tái phát nặng nhẹ cấp,disease
text::Rối loạn tiêu hóa tái phát nặng nhẹ cấp,Rối loạn tiêu hóa tái phát nặng nhẹ cấp,text
symptom::đau bụng,đau bụng,symptom
symptom::đầy hơi,đầy hơi,symptom
symptom::tiêu chảy,tiêu chảy,symptom
symptom::buồn nôn,buồn nôn,symptom
disease::BENH370,Tăng huyết áp nhẹ nặng,disease
text::Tăng huyết áp nhẹ nặng,Tăng huyết áp nhẹ nặng,text
symptom::đau đầu,đau đầu,symptom
symptom::hoa mắt,hoa mắt,symptom
symptom::chóng mặt,chóng mặt,symptom
symptom::mệt,mệt,symptom
disease::BENH371,Đau bụng vừa chưa rõ nguyên nhân không đặc hiệu,disease
text::Đau bụng vừa chưa rõ nguyên nhân không đặc hiệu,Đau bụng vừa chưa rõ nguyên nhân không đặc hiệu,text
symptom::đau bụng,đau bụng,symptom
symptom::buồn nôn,buồn nôn,symptom
symptom::chướng bụng,chướng bụng,symptom
disease::BENH372,Đau bụng vừa chưa rõ nguyên nhân không đặc hiệu tái phát,disease
text::Đau bụng vừa chưa rõ nguyên nhân không đặc hiệu tái phát,Đau bụng vừa chưa rõ nguyên nhân không đặc hiệu tái phát,text
symptom::đau bụng,đau bụng,symptom
symptom::buồn nôn,buồn nôn,symptom
symptom::chướng bụng,chướng bụng,symptom
disease::BENH373,Nhiễm khuẩn tiết niệu nhẹ tái phát,disease
text::Nhiễm khuẩn tiết niệu nhẹ tái phát,Nhiễm khuẩn tiết niệu nhẹ tái phát,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH374,COVID-19 nặng vừa vừa cấp,disease
text::COVID-19 nặng vừa vừa cấp,COVID-19 nặng vừa vừa cấp,text
symptom::sốt,sốt,symptom
symptom::ho,ho,symptom
symptom::đau họng,đau họng,symptom
symptom::mất mùi vị,mất mùi vị,symptom
disease::BENH375,Viêm niệu đạo cấp cấp,disease
text::Viêm niệu đạo cấp cấp,Viêm niệu đạo cấp cấp,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::ngứa niệu đạo,ngứa niệu đạo,symptom
disease::BENH376,Rôm sảy chưa rõ nguyên nhân,disease
text::Rôm sảy chưa rõ nguyên nhân,Rôm sảy chưa rõ nguyên nhân,text
symptom::ngứa,ngứa,symptom
symptom::nổi mẩn nhỏ,nổi mẩn nhỏ,symptom
symptom::rát da,rát da,symptom
disease::BENH377,Đau răng cấp,disease
text::Đau răng cấp,Đau răng cấp,text
symptom::đau răng,đau răng,symptom
symptom::ê buốt,ê buốt,symptom
symptom::sưng nướu,sưng nướu,symptom
disease::BENH378,Tăng tiểu đêm vừa không đặc hiệu,disease
text::Tăng tiểu đêm vừa không đặc hiệu,Tăng tiểu đêm vừa không đặc hiệu,text
symptom::đi tiểu đêm nhiều lần,đi tiểu đêm nhiều lần,symptom
symptom::mệt,mệt,symptom
disease::BENH379,Béo phì nhẹ tái phát nhẹ,disease
text::Béo phì nhẹ tái phát nhẹ,Béo phì nhẹ tái phát nhẹ,text
symptom::tăng cân,tăng cân,symptom
symptom::thừa mỡ,thừa mỡ,symptom
symptom::khó thở khi vận động,khó thở khi vận động,symptom
disease::BENH380,Viêm niệu đạo mạn chưa rõ nguyên nhân nặng,disease
text::Viêm niệu đạo mạn chưa rõ nguyên nhân nặng,Viêm niệu đạo mạn chưa rõ nguyên nhân nặng,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::ngứa niệu đạo,ngứa niệu đạo,symptom
disease::BENH381,Nhiễm khuẩn tiết niệu nặng cấp không đặc hiệu,disease
text::Nhiễm khuẩn tiết niệu nặng cấp không đặc hiệu,Nhiễm khuẩn tiết niệu nặng cấp không đặc hiệu,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH382,Chấn thương phần mềm mạn không đặc hiệu,disease
text::Chấn thương phần mềm mạn không đặc hiệu,Chấn thương phần mềm mạn không đặc hiệu,text
symptom::sưng đau,sưng đau,symptom
symptom::bầm tím,bầm tím,symptom
symptom::đau khi vận động,đau khi vận động,symptom
disease::BENH383,Viêm phổi cộng đồng cấp cấp,disease
text::Viêm phổi cộng đồng cấp cấp,Viêm phổi cộng đồng cấp cấp,text
symptom::sốt,sốt,symptom
symptom::ho,ho,symptom
symptom::khó thở,khó thở,symptom
symptom::đau ngực,đau ngực,symptom
disease::BENH384,Nhiễm khuẩn tiết niệu nặng cấp mạn cấp cấp,disease
text::Nhiễm khuẩn tiết niệu nặng cấp mạn cấp cấp,Nhiễm khuẩn tiết niệu nặng cấp mạn cấp cấp,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH385,Trật khớp không đặc hiệu mạn nhẹ,disease
text::Trật khớp không đặc hiệu mạn nhẹ,Trật khớp không đặc hiệu mạn nhẹ,text
symptom::đau dữ dội,đau dữ dội,symptom
symptom::biến dạng khớp,biến dạng khớp,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
disease::BENH386,Trầm cảm nhẹ mạn vừa nặng nhẹ mạn,disease
text::Trầm cảm nhẹ mạn vừa nặng nhẹ mạn,Trầm cảm nhẹ mạn vừa nặng nhẹ mạn,text
symptom::buồn bã,buồn bã,symptom
symptom::mệt mỏi,mệt mỏi,symptom
symptom::mất hứng thú,mất hứng thú,symptom
disease::BENH387,Hạ đường huyết nặng vừa chưa rõ nguyên nhân cấp,disease
text::Hạ đường huyết nặng vừa chưa rõ nguyên nhân cấp,Hạ đường huyết nặng vừa chưa rõ nguyên nhân cấp,text
symptom::run tay,run tay,symptom
symptom::vã mồ hôi,vã mồ hôi,symptom
symptom::đói,đói,symptom
symptom::mệt,mệt,symptom
disease::BENH388,Hạ đường huyết nặng vừa chưa rõ nguyên nhân cấp cấp,disease
text::Hạ đường huyết nặng vừa chưa rõ nguyên nhân cấp cấp,Hạ đường huyết nặng vừa chưa rõ nguyên nhân cấp cấp,text
symptom::run tay,run tay,symptom
symptom::vã mồ hôi,vã mồ hôi,symptom
symptom::đói,đói,symptom
symptom::mệt,mệt,symptom
disease::BENH389,Viêm mũi xoang cấp nhẹ,disease
text::Viêm mũi xoang cấp nhẹ,Viêm mũi xoang cấp nhẹ,text
symptom::nghẹt mũi,nghẹt mũi,symptom
symptom::chảy mũi,chảy mũi,symptom
symptom::đau đầu,đau đầu,symptom
symptom::sốt,sốt,symptom
disease::BENH390,Viêm thanh quản tái phát,disease
text::Viêm thanh quản tái phát,Viêm thanh quản tái phát,text
symptom::khàn tiếng,khàn tiếng,symptom
symptom::ho,ho,symptom
symptom::đau họng,đau họng,symptom
disease::BENH391,Rối loạn lipid máu nhẹ tái phát,disease
text::Rối loạn lipid máu nhẹ tái phát,Rối loạn lipid máu nhẹ tái phát,text
symptom::mỡ máu cao,mỡ máu cao,symptom
symptom::thừa cân,thừa cân,symptom
symptom::ít triệu chứng,ít triệu chứng,symptom
disease::BENH392,Viêm da tiếp xúc mạn chưa rõ nguyên nhân mạn,disease
text::Viêm da tiếp xúc mạn chưa rõ nguyên nhân mạn,Viêm da tiếp xúc mạn chưa rõ nguyên nhân mạn,text
symptom::đỏ da,đỏ da,symptom
symptom::rát,rát,symptom
symptom::ngứa,ngứa,symptom
symptom::phồng rộp,phồng rộp,symptom
disease::BENH393,Nhiễm khuẩn tiết niệu không đặc hiệu cấp chưa rõ nguyên nhân nhẹ nhẹ,disease
text::Nhiễm khuẩn tiết niệu không đặc hiệu cấp chưa rõ nguyên nhân nhẹ nhẹ,Nhiễm khuẩn tiết niệu không đặc hiệu cấp chưa rõ nguyên nhân nhẹ nhẹ,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH394,Nấm kẽ tái phát chưa rõ nguyên nhân vừa,disease
text::Nấm kẽ tái phát chưa rõ nguyên nhân vừa,Nấm kẽ tái phát chưa rõ nguyên nhân vừa,text
symptom::ngứa,ngứa,symptom
symptom::hăm kẽ,hăm kẽ,symptom
symptom::đỏ da,đỏ da,symptom
disease::BENH395,Nhiễm khuẩn tiết niệu không đặc hiệu cấp chưa rõ nguyên nhân nhẹ nhẹ nặng,disease
text::Nhiễm khuẩn tiết niệu không đặc hiệu cấp chưa rõ nguyên nhân nhẹ nhẹ nặng,Nhiễm khuẩn tiết niệu không đặc hiệu cấp chưa rõ nguyên nhân nhẹ nhẹ nặng,text
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu rắt,tiểu rắt,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::sốt,sốt,symptom
disease::BENH396,Tiểu khó mạn,disease
text::Tiểu khó mạn,Tiểu khó mạn,text
symptom::tiểu khó,tiểu khó,symptom
symptom::dòng tiểu yếu,dòng tiểu yếu,symptom
symptom::đau rát,đau rát,symptom
disease::BENH397,Đái máu vừa,disease
text::Đái máu vừa,Đái máu vừa,text
symptom::nước tiểu đỏ,nước tiểu đỏ,symptom
symptom::đau bụng dưới,đau bụng dưới,symptom
symptom::tiểu buốt,tiểu buốt,symptom
disease::BENH398,Bong gân cấp,disease
text::Bong gân cấp,Bong gân cấp,text
symptom::sưng đau,sưng đau,symptom
symptom::hạn chế vận động,hạn chế vận động,symptom
symptom::bầm tím,bầm tím,symptom
disease::BENH399,Thừa cân vừa không đặc hiệu,disease
text::Thừa cân vừa không đặc hiệu,Thừa cân vừa không đặc hiệu,text
symptom::tăng cân,tăng cân,symptom
symptom::BMI cao,BMI cao,symptom
symptom::mệt khi vận động,mệt khi vận động,symptom
disease::BENH400,Viêm họng cấp mạn nhẹ,disease
text::Viêm họng cấp mạn nhẹ,Viêm họng cấp mạn nhẹ,text
symptom::đau họng,đau họng,symptom
symptom::sốt nhẹ,sốt nhẹ,symptom
symptom::nuốt đau,nuốt đau,symptom
symptom::ho khan,ho khan,symptom
disease::BENH401,Rối loạn chuyển hóa nhẹ,disease
text::Rối loạn chuyển hóa nhẹ,Rối loạn chuyển hóa nhẹ,text
symptom::mệt,mệt,symptom
symptom::tăng cân,tăng cân,symptom
symptom::đường huyết bất thường,đường huyết bất thường,symptom
disease::BENH402,Đau cổ vừa,disease
text::Đau cổ vừa,Đau cổ vừa,text
symptom::đau cổ,đau cổ,symptom
symptom::cứng cổ,cứng cổ,symptom
symptom::hạn chế xoay cổ,hạn chế xoay cổ,symptom
disease::BENH403,Sỏi tiết niệu mạn vừa mạn,disease
text::Sỏi tiết niệu mạn vừa mạn,Sỏi tiết niệu mạn vừa mạn,text
symptom::đau quặn thận,đau quặn thận,symptom
symptom::tiểu buốt,tiểu buốt,symptom
symptom::tiểu máu,tiểu máu,symptom
disease::BENH404,Đầy hơi nặng tái phát cấp,disease
text::Đầy hơi nặng tái phát cấp,Đầy hơi nặng tái phát cấp,text
symptom::bụng chướng,bụng chướng,symptom
symptom::ợ hơi,ợ hơi,symptom
symptom::khó chịu,khó chịu,symptom
symptom::chán ăn,chán ăn,symptom
disease::BENH405,Stress cấp không đặc hiệu,disease
text::Stress cấp không đặc hiệu,Stress cấp không đặc hiệu,text
symptom::căng thẳng,căng thẳng,symptom
symptom::mệt,mệt,symptom
symptom::lo âu,lo âu,symptom
disease::BENH406,Viêm đại tràng nhẹ nặng,disease
text::Viêm đại tràng nhẹ nặng,Viêm đại tràng nhẹ nặng,text
symptom::đau bụng,đau bụng,symptom
symptom::tiêu chảy,tiêu chảy,symptom
symptom::đầy hơi,đầy hơi,symptom
symptom::mót rặn,mót rặn,symptom
disease::BENH407,Hen phế quản không đặc hiệu,disease
text::Hen phế quản không đặc hiệu,Hen phế quản không đặc hiệu,text
symptom::khò khè,khò khè,symptom
symptom::khó thở,khó thở,symptom
symptom::tức ngực,tức ngực,symptom
symptom::ho,ho,symptom
disease::BENH408,Viêm thanh quản cấp chưa rõ nguyên nhân mạn mạn,disease
text::Viêm thanh quản cấp chưa rõ nguyên nhân mạn mạn,Viêm thanh quản cấp chưa rõ nguyên nhân mạn mạn,text
symptom::khàn tiếng,khàn tiếng,symptom
symptom::ho,ho,symptom
symptom::đau họng,đau họng,symptom
disease::BENH409,Viêm lợi nhẹ nhẹ cấp mạn nặng,disease
text::Viêm lợi nhẹ nhẹ cấp mạn nặng,Viêm lợi nhẹ nhẹ cấp mạn nặng,text
symptom::đỏ lợi,đỏ lợi,symptom
symptom::sưng lợi,sưng lợi,symptom
symptom::chảy máu lợi,chảy máu lợi,symptom
disease::BENH410,Nấm kẽ nặng chưa rõ nguyên nhân chưa rõ nguyên nhân,disease
text::Nấm kẽ nặng chưa rõ nguyên nhân chưa rõ nguyên nhân,Nấm kẽ nặng chưa rõ nguyên nhân chưa rõ nguyên nhân,text
symptom::ngứa,ngứa,symptom
symptom::hăm kẽ,hăm kẽ,symptom
symptom::đỏ da,đỏ da,symptom
disease::BENH411,Viêm phổi cộng đồng mạn cấp tái phát,disease
text::Viêm phổi cộng đồng mạn cấp tái phát,Viêm phổi cộng đồng mạn cấp tái phát,text
symptom::sốt,sốt,symptom
symptom::ho,ho,symptom
symptom::khó thở,khó thở,symptom
symptom::đau ngực,đau ngực,symptom
disease::BENH412,Nhiễm trùng da nhẹ tái phát,disease
