src,dst,relation
disease::BENH375,symptom::tiểu buốt,has_symptom
disease::BENH375,symptom::tiểu rắt,has_symptom
disease::BENH375,symptom::ngứa niệu đạo,has_symptom
disease::BENH376,text::Rôm sảy chưa rõ nguyên nhân,has_name
disease::BENH376,symptom::ngứa,has_symptom
disease::BENH376,symptom::nổi mẩn nhỏ,has_symptom
disease::BENH376,symptom::rát da,has_symptom
disease::BENH377,text::Đau răng cấp,has_name
disease::BENH377,symptom::đau răng,has_symptom
disease::BENH377,symptom::ê buốt,has_symptom
disease::BENH377,symptom::sưng nướu,has_symptom
disease::BENH378,text::Tăng tiểu đêm vừa không đặc hiệu,has_name
disease::BENH378,symptom::đi tiểu đêm nhiều lần,has_symptom
disease::BENH378,symptom::mệt,has_symptom
disease::BENH379,text::Béo phì nhẹ tái phát nhẹ,has_name
disease::BENH379,symptom::tăng cân,has_symptom
disease::BENH379,symptom::thừa mỡ,has_symptom
disease::BENH379,symptom::khó thở khi vận động,has_symptom
disease::BENH380,text::Viêm niệu đạo mạn chưa rõ nguyên nhân nặng,has_name
disease::BENH380,symptom::tiểu buốt,has_symptom
disease::BENH380,symptom::tiểu rắt,has_symptom
disease::BENH380,symptom::ngứa niệu đạo,has_symptom
disease::BENH381,text::Nhiễm khuẩn tiết niệu nặng cấp không đặc hiệu,has_name
disease::BENH381,symptom::tiểu buốt,has_symptom
disease::BENH381,symptom::tiểu rắt,has_symptom
disease::BENH381,symptom::đau bụng dưới,has_symptom
disease::BENH381,symptom::sốt,has_symptom
disease::BENH382,text::Chấn thương phần mềm mạn không đặc hiệu,has_name
disease::BENH382,symptom::sưng đau,has_symptom
disease::BENH382,symptom::bầm tím,has_symptom
disease::BENH382,symptom::đau khi vận động,has_symptom
disease::BENH383,text::Viêm phổi cộng đồng cấp cấp,has_name
disease::BENH383,symptom::sốt,has_symptom
disease::BENH383,symptom::ho,has_symptom
disease::BENH383,symptom::khó thở,has_symptom
disease::BENH383,symptom::đau ngực,has_symptom
disease::BENH384,text::Nhiễm khuẩn tiết niệu nặng cấp mạn cấp cấp,has_name
disease::BENH384,symptom::tiểu buốt,has_symptom
disease::BENH384,symptom::tiểu rắt,has_symptom
disease::BENH384,symptom::đau bụng dưới,has_symptom
disease::BENH384,symptom::sốt,has_symptom
disease::BENH385,text::Trật khớp không đặc hiệu mạn nhẹ,has_name
disease::BENH385,symptom::đau dữ dội,has_symptom
disease::BENH385,symptom::biến dạng khớp,has_symptom
disease::BENH385,symptom::hạn chế vận động,has_symptom
disease::BENH386,text::Trầm cảm nhẹ mạn vừa nặng nhẹ mạn,has_name
disease::BENH386,symptom::buồn bã,has_symptom
disease::BENH386,symptom::mệt mỏi,has_symptom
disease::BENH386,symptom::mất hứng thú,has_symptom
disease::BENH387,text::Hạ đường huyết nặng vừa chưa rõ nguyên nhân cấp,has_name
disease::BENH387,symptom::run tay,has_symptom
disease::BENH387,symptom::vã mồ hôi,has_symptom
disease::BENH387,symptom::đói,has_symptom
disease::BENH387,symptom::mệt,has_symptom
disease::BENH388,text::Hạ đường huyết nặng vừa chưa rõ nguyên nhân cấp cấp,has_name
disease::BENH388,symptom::run tay,has_symptom
disease::BENH388,symptom::vã mồ hôi,has_symptom
disease::BENH388,symptom::đói,has_symptom
disease::BENH388,symptom::mệt,has_symptom
disease::BENH389,text::Viêm mũi xoang cấp nhẹ,has_name
disease::BENH389,symptom::nghẹt mũi,has_symptom
disease::BENH389,symptom::chảy mũi,has_symptom
disease::BENH389,symptom::đau đầu,has_symptom
disease::BENH389,symptom::sốt,has_symptom
disease::BENH390,text::Viêm thanh quản tái phát,has_name
disease::BENH390,symptom::khàn tiếng,has_symptom
disease::BENH390,symptom::ho,has_symptom
disease::BENH390,symptom::đau họng,has_symptom
disease::BENH391,text::Rối loạn lipid máu nhẹ tái phát,has_name
disease::BENH391,symptom::mỡ máu cao,has_symptom
disease::BENH391,symptom::thừa cân,has_symptom
disease::BENH391,symptom::ít triệu chứng,has_symptom
disease::BENH392,text::Viêm da tiếp xúc mạn chưa rõ nguyên nhân mạn,has_name
disease::BENH392,symptom::đỏ da,has_symptom
disease::BENH392,symptom::rát,has_symptom
disease::BENH392,symptom::ngứa,has_symptom
disease::BENH392,symptom::phồng rộp,has_symptom
disease::BENH393,text::Nhiễm khuẩn tiết niệu không đặc hiệu cấp chưa rõ nguyên nhân nhẹ nhẹ,has_name
disease::BENH393,symptom::tiểu buốt,has_symptom
disease::BENH393,symptom::tiểu rắt,has_symptom
disease::BENH393,symptom::đau bụng dưới,has_symptom
disease::BENH393,symptom::sốt,has_symptom
disease::BENH394,text::Nấm kẽ tái phát chưa rõ nguyên nhân vừa,has_name
disease::BENH394,symptom::ngứa,has_symptom
disease::BENH394,symptom::hăm kẽ,has_symptom
disease::BENH394,symptom::đỏ da,has_symptom
disease::BENH395,text::Nhiễm khuẩn tiết niệu không đặc hiệu cấp chưa rõ nguyên nhân nhẹ nhẹ nặng,has_name
disease::BENH395,symptom::tiểu buốt,has_symptom
disease::BENH395,symptom::tiểu rắt,has_symptom
disease::BENH395,symptom::đau bụng dưới,has_symptom
disease::BENH395,symptom::sốt,has_symptom
disease::BENH396,text::Tiểu khó mạn,has_name
disease::BENH396,symptom::tiểu khó,has_symptom
disease::BENH396,symptom::dòng tiểu yếu,has_symptom
disease::BENH396,symptom::đau rát,has_symptom
disease::BENH397,text::Đái máu vừa,has_name
disease::BENH397,symptom::nước tiểu đỏ,has_symptom
disease::BENH397,symptom::đau bụng dưới,has_symptom
disease::BENH397,symptom::tiểu buốt,has_symptom
disease::BENH398,text::Bong gân cấp,has_name
disease::BENH398,symptom::sưng đau,has_symptom
disease::BENH398,symptom::hạn chế vận động,has_symptom
disease::BENH398,symptom::bầm tím,has_symptom
disease::BENH399,text::Thừa cân vừa không đặc hiệu,has_name
disease::BENH399,symptom::tăng cân,has_symptom
disease::BENH399,symptom::BMI cao,has_symptom
disease::BENH399,symptom::mệt khi vận động,has_symptom
disease::BENH400,text::Viêm họng cấp mạn nhẹ,has_name
disease::BENH400,symptom::đau họng,has_symptom
disease::BENH400,symptom::sốt nhẹ,has_symptom
disease::BENH400,symptom::nuốt đau,has_symptom
disease::BENH400,symptom::ho khan,has_symptom
disease::BENH401,text::Rối loạn chuyển hóa nhẹ,has_name
disease::BENH401,symptom::mệt,has_symptom
disease::BENH401,symptom::tăng cân,has_symptom
disease::BENH401,symptom::đường huyết bất thường,has_symptom
disease::BENH402,text::Đau cổ vừa,has_name
disease::BENH402,symptom::đau cổ,has_symptom
disease::BENH402,symptom::cứng cổ,has_symptom
disease::BENH402,symptom::hạn chế xoay cổ,has_symptom
disease::BENH403,text::Sỏi tiết niệu mạn vừa mạn,has_name
disease::BENH403,symptom::đau quặn thận,has_symptom
disease::BENH403,symptom::tiểu buốt,has_symptom
disease::BENH403,symptom::tiểu máu,has_symptom
disease::BENH404,text::Đầy hơi nặng tái phát cấp,has_name
disease::BENH404,symptom::bụng chướng,has_symptom
disease::BENH404,symptom::ợ hơi,has_symptom
disease::BENH404,symptom::khó chịu,has_symptom
disease::BENH404,symptom::chán ăn,has_symptom
disease::BENH405,text::Stress cấp không đặc hiệu,has_name
disease::BENH405,symptom::căng thẳng,has_symptom
disease::BENH405,symptom::mệt,has_symptom
disease::BENH405,symptom::lo âu,has_symptom
disease::BENH406,text::Viêm đại tràng nhẹ nặng,has_name
disease::BENH406,symptom::đau bụng,has_symptom
disease::BENH406,symptom::tiêu chảy,has_symptom
disease::BENH406,symptom::đầy hơi,has_symptom
disease::BENH406,symptom::mót rặn,has_symptom
disease::BENH407,text::Hen phế quản không đặc hiệu,has_name
disease::BENH407,symptom::khò khè,has_symptom
disease::BENH407,symptom::khó thở,has_symptom
disease::BENH407,symptom::tức ngực,has_symptom
disease::BENH407,symptom::ho,has_symptom
disease::BENH408,text::Viêm thanh quản cấp chưa rõ nguyên nhân mạn mạn,has_name
disease::BENH408,symptom::khàn tiếng,has_symptom
disease::BENH408,symptom::ho,has_symptom
disease::BENH408,symptom::đau họng,has_symptom
disease::BENH409,text::Viêm lợi nhẹ nhẹ cấp mạn nặng,has_name
disease::BENH409,symptom::đỏ lợi,has_symptom
disease::BENH409,symptom::sưng lợi,has_symptom
disease::BENH409,symptom::chảy máu lợi,has_symptom
disease::BENH410,text::Nấm kẽ nặng chưa rõ nguyên nhân chưa rõ nguyên nhân,has_name
disease::BENH410,symptom::ngứa,has_symptom
disease::BENH410,symptom::hăm kẽ,has_symptom
disease::BENH410,symptom::đỏ da,has_symptom
disease::BENH411,text::Viêm phổi cộng đồng mạn cấp tái phát,has_name
disease::BENH411,symptom::sốt,has_symptom
disease::BENH411,symptom::ho,has_symptom
disease::BENH411,symptom::khó thở,has_symptom
disease::BENH411,symptom::đau ngực,has_symptom
disease::BENH412,text::Nhiễm trùng da nhẹ tái phát,has_name
disease::BENH412,symptom::đỏ da,has_symptom
disease::BENH412,symptom::sưng,has_symptom
disease::BENH412,symptom::đau,has_symptom
disease::BENH412,symptom::mủ,has_symptom
disease::BENH412,symptom::sốt,has_symptom
disease::BENH413,text::Rôm sảy chưa rõ nguyên nhân vừa,has_name
disease::BENH413,symptom::ngứa,has_symptom
disease::BENH413,symptom::nổi mẩn nhỏ,has_symptom
disease::BENH413,symptom::rát da,has_symptom
disease::BENH414,text::COVID-19 nặng vừa chưa rõ nguyên nhân,has_name
disease::BENH414,symptom::sốt,has_symptom
disease::BENH414,symptom::ho,has_symptom
disease::BENH414,symptom::đau họng,has_symptom
disease::BENH414,symptom::mất mùi vị,has_symptom
disease::BENH415,text::Nấm kẽ tái phát chưa rõ nguyên nhân không đặc hiệu,has_name
disease::BENH415,symptom::ngứa,has_symptom
disease::BENH415,symptom::hăm kẽ,has_symptom
disease::BENH415,symptom::đỏ da,has_symptom
disease::BENH416,text::Viêm niệu đạo cấp cấp vừa,has_name
disease::BENH416,symptom::tiểu buốt,has_symptom
disease::BENH416,symptom::tiểu rắt,has_symptom
disease::BENH416,symptom::ngứa niệu đạo,has_symptom
disease::BENH417,text::Gan nhiễm mỡ cấp nhẹ,has_name
disease::BENH417,symptom::mệt,has_symptom
disease::BENH417,symptom::nặng tức hạ sườn phải,has_symptom
disease::BENH418,text::Rối loạn chuyển hóa acid uric vừa,has_name
disease::BENH418,symptom::đau khớp,has_symptom
disease::BENH418,symptom::sưng khớp,has_symptom
disease::BENH418,symptom::mệt,has_symptom
disease::BENH419,text::Gan nhiễm mỡ nhẹ nhẹ,has_name
disease::BENH419,symptom::mệt,has_symptom
disease::BENH419,symptom::nặng tức hạ sườn phải,has_symptom
disease::BENH420,text::Trật khớp không đặc hiệu mạn nhẹ chưa rõ nguyên nhân,has_name
disease::BENH420,symptom::đau dữ dội,has_symptom
disease::BENH420,symptom::biến dạng khớp,has_symptom
disease::BENH420,symptom::hạn chế vận động,has_symptom
disease::BENH421,text::Táo bón chưa rõ nguyên nhân không đặc hiệu,has_name
disease::BENH421,symptom::đi ngoài khó,has_symptom
disease::BENH421,symptom::đau bụng,has_symptom
disease::BENH421,symptom::bụng chướng,has_symptom
disease::BENH422,text::Nhiễm khuẩn tiết niệu nặng cấp cấp,has_name
disease::BENH422,symptom::tiểu buốt,has_symptom
disease::BENH422,symptom::tiểu rắt,has_symptom
disease::BENH422,symptom::đau bụng dưới,has_symptom
disease::BENH422,symptom::sốt,has_symptom
disease::BENH423,text::Đau cổ nặng nặng,has_name
disease::BENH423,symptom::đau cổ,has_symptom
disease::BENH423,symptom::cứng cổ,has_symptom
disease::BENH423,symptom::hạn chế xoay cổ,has_symptom
disease::BENH424,text::Đau răng chưa rõ nguyên nhân,has_name
disease::BENH424,symptom::đau răng,has_symptom
disease::BENH424,symptom::ê buốt,has_symptom
disease::BENH424,symptom::sưng nướu,has_symptom
disease::BENH425,text::Trầm cảm nhẹ nặng,has_name
disease::BENH425,symptom::buồn bã,has_symptom
disease::BENH425,symptom::mệt mỏi,has_symptom
disease::BENH425,symptom::mất hứng thú,has_symptom
disease::BENH426,text::Viêm lợi nhẹ nhẹ cấp mạn nặng vừa,has_name
disease::BENH426,symptom::đỏ lợi,has_symptom
disease::BENH426,symptom::sưng lợi,has_symptom
disease::BENH426,symptom::chảy máu lợi,has_symptom
disease::BENH427,text::Béo phì chưa rõ nguyên nhân nặng vừa,has_name
disease::BENH427,symptom::tăng cân,has_symptom
disease::BENH427,symptom::thừa mỡ,has_symptom
disease::BENH427,symptom::khó thở khi vận động,has_symptom
disease::BENH428,text::Nấm kẽ nặng mạn vừa,has_name
disease::BENH428,symptom::ngứa,has_symptom
disease::BENH428,symptom::hăm kẽ,has_symptom
disease::BENH428,symptom::đỏ da,has_symptom
disease::BENH429,text::Tiểu rắt nhẹ cấp,has_name
disease::BENH429,symptom::đi tiểu nhiều lần,has_symptom
disease::BENH429,symptom::lượng ít,has_symptom
disease::BENH429,symptom::khó chịu,has_symptom
disease::BENH430,text::Đau lưng trên cấp cấp nhẹ,has_name
disease::BENH430,symptom::đau lưng,has_symptom
disease::BENH430,symptom::căng cơ,has_symptom
disease::BENH430,symptom::mỏi vai,has_symptom
disease::BENH431,text::Rối loạn tiêu hóa tái phát nặng nhẹ cấp không đặc hiệu,has_name
disease::BENH431,symptom::đau bụng,has_symptom
disease::BENH431,symptom::đầy hơi,has_symptom
disease::BENH431,symptom::tiêu chảy,has_symptom
disease::BENH431,symptom::buồn nôn,has_symptom
disease::BENH432,text::Viêm thanh quản cấp chưa rõ nguyên nhân mạn nhẹ,has_name
disease::BENH432,symptom::khàn tiếng,has_symptom
disease::BENH432,symptom::ho,has_symptom
disease::BENH432,symptom::đau họng,has_symptom
disease::BENH433,text::Mụn trứng cá tái phát chưa rõ nguyên nhân,has_name
disease::BENH433,symptom::mụn viêm,has_symptom
disease::BENH433,symptom::mụn đầu đen,has_symptom
disease::BENH433,symptom::da dầu,has_symptom
disease::BENH434,text::Béo phì nhẹ mạn mạn chưa rõ nguyên nhân,has_name
disease::BENH434,symptom::tăng cân,has_symptom
disease::BENH434,symptom::thừa mỡ,has_symptom
disease::BENH434,symptom::khó thở khi vận động,has_symptom
disease::BENH435,text::Viêm thanh khí phế quản cấp cấp,has_name
disease::BENH435,symptom::ho ông ổng,has_symptom
disease::BENH435,symptom::khàn tiếng,has_symptom
disease::BENH435,symptom::khó thở,has_symptom
disease::BENH436,text::Viêm khớp vừa,has_name
disease::BENH436,symptom::đau khớp,has_symptom
disease::BENH436,symptom::sưng khớp,has_symptom
disease::BENH436,symptom::cứng khớp,has_symptom
disease::BENH436,symptom::hạn chế vận động,has_symptom
disease::BENH437,text::Rối loạn tập trung không đặc hiệu,has_name
disease::BENH437,symptom::khó tập trung,has_symptom
disease::BENH437,symptom::hay quên,has_symptom
disease::BENH437,symptom::mệt,has_symptom
disease::BENH438,text::Đau đầu migraine không đặc hiệu nhẹ,has_name
disease::BENH438,symptom::đau đầu một bên,has_symptom
disease::BENH438,symptom::buồn nôn,has_symptom
disease::BENH438,symptom::sợ ánh sáng,has_symptom
disease::BENH439,text::Loãng xương nặng nặng,has_name
disease::BENH439,symptom::đau lưng,has_symptom
disease::BENH439,symptom::giảm chiều cao,has_symptom
disease::BENH439,symptom::dễ gãy xương,has_symptom
disease::BENH440,text::Viêm da tiếp xúc mạn chưa rõ nguyên nhân nặng,has_name
disease::BENH440,symptom::đỏ da,has_symptom
disease::BENH440,symptom::rát,has_symptom
disease::BENH440,symptom::ngứa,has_symptom
disease::BENH440,symptom::phồng rộp,has_symptom
disease::BENH441,text::Nôn ói nặng cấp nặng,has_name
disease::BENH441,symptom::buồn nôn,has_symptom
disease::BENH441,symptom::nôn,has_symptom
disease::BENH441,symptom::mệt,has_symptom
disease::BENH441,symptom::chóng mặt,has_symptom
disease::BENH442,text::Béo phì nhẹ vừa chưa rõ nguyên nhân,has_name
disease::BENH442,symptom::tăng cân,has_symptom
disease::BENH442,symptom::thừa mỡ,has_symptom
disease::BENH442,symptom::khó thở khi vận động,has_symptom
disease::BENH443,text::Viêm mũi cấp chưa rõ nguyên nhân vừa,has_name
disease::BENH443,symptom::nghẹt mũi,has_symptom
disease::BENH443,symptom::chảy mũi,has_symptom
disease::BENH443,symptom::hắt hơi,has_symptom
disease::BENH444,text::Viêm bao hoạt dịch cấp nhẹ,has_name
disease::BENH444,symptom::đau khớp,has_symptom
disease::BENH444,symptom::sưng nóng,has_symptom
disease::BENH444,symptom::hạn chế vận động,has_symptom
disease::BENH445,text::Viêm da dị ứng nhẹ,has_name
disease::BENH445,symptom::ngứa da,has_symptom
disease::BENH445,symptom::mẩn đỏ,has_symptom
disease::BENH445,symptom::khô da,has_symptom
disease::BENH445,symptom::rát da,has_symptom
disease::BENH446,text::Nhiễm khuẩn tiết niệu nặng cấp không đặc hiệu tái phát,has_name
disease::BENH446,symptom::tiểu buốt,has_symptom
disease::BENH446,symptom::tiểu rắt,has_symptom
disease::BENH446,symptom::đau bụng dưới,has_symptom
disease::BENH446,symptom::sốt,has_symptom
disease::BENH447,text::Chảy máu chân răng nhẹ,has_name
disease::BENH447,symptom::chảy máu lợi,has_symptom
disease::BENH447,symptom::đau nướu,has_symptom
disease::BENH448,text::Béo phì nhẹ tái phát nhẹ chưa rõ nguyên nhân,has_name
disease::BENH448,symptom::tăng cân,has_symptom
disease::BENH448,symptom::thừa mỡ,has_symptom
disease::BENH448,symptom::khó thở khi vận động,has_symptom
disease::BENH449,text::Nhiễm khuẩn tiết niệu nặng vừa,has_name
disease::BENH449,symptom::tiểu buốt,has_symptom
disease::BENH449,symptom::tiểu rắt,has_symptom
disease::BENH449,symptom::đau bụng dưới,has_symptom
disease::BENH449,symptom::sốt,has_symptom
disease::BENH450,text::Đau vai gáy nhẹ,has_name
disease::BENH450,symptom::đau cổ vai gáy,has_symptom
disease::BENH450,symptom::cứng cổ,has_symptom
disease::BENH450,symptom::tê tay,has_symptom
disease::BENH451,text::Tăng đường huyết chưa rõ nguyên nhân nhẹ,has_name
disease::BENH451,symptom::khát nước,has_symptom
disease::BENH451,symptom::tiểu nhiều,has_symptom
disease::BENH451,symptom::mệt,has_symptom
disease::BENH452,text::Đái máu cấp nặng tái phát,has_name
disease::BENH452,symptom::nước tiểu đỏ,has_symptom
disease::BENH452,symptom::đau bụng dưới,has_symptom
disease::BENH452,symptom::tiểu buốt,has_symptom
disease::BENH453,text::Ù tai mạn cấp,has_name
disease::BENH453,symptom::ù tai,has_symptom
disease::BENH453,symptom::nghe kém,has_symptom
disease::BENH453,symptom::chóng mặt,has_symptom
disease::BENH454,text::Viêm loét dạ dày tá tràng vừa,has_name
disease::BENH454,symptom::đau thượng vị,has_symptom
disease::BENH454,symptom::ợ nóng,has_symptom
disease::BENH454,symptom::buồn nôn,has_symptom
disease::BENH455,text::Viêm bàng quang cấp chưa rõ nguyên nhân tái phát,has_name
disease::BENH455,symptom::tiểu buốt,has_symptom
disease::BENH455,symptom::tiểu rắt,has_symptom
disease::BENH455,symptom::đau hạ vị,has_symptom
disease::BENH455,symptom::sốt nhẹ,has_symptom
disease::BENH456,text::Khàn tiếng vừa nặng chưa rõ nguyên nhân,has_name
disease::BENH456,symptom::nói khó,has_symptom
disease::BENH456,symptom::giọng khàn,has_symptom
disease::BENH456,symptom::đau họng,has_symptom
disease::BENH457,text::Đau cổ cấp,has_name
disease::BENH457,symptom::đau cổ,has_symptom
disease::BENH457,symptom::cứng cổ,has_symptom
disease::BENH457,symptom::hạn chế xoay cổ,has_symptom
disease::BENH458,text::Cảm cúm không đặc hiệu nặng vừa,has_name
disease::BENH458,symptom::sốt,has_symptom
disease::BENH458,symptom::ho,has_symptom
disease::BENH458,symptom::sổ mũi,has_symptom
disease::BENH458,symptom::đau đầu,has_symptom
disease::BENH459,text::Viêm phổi cộng đồng cấp chưa rõ nguyên nhân,has_name
disease::BENH459,symptom::sốt,has_symptom
disease::BENH459,symptom::ho,has_symptom
disease::BENH459,symptom::khó thở,has_symptom
disease::BENH459,symptom::đau ngực,has_symptom
disease::BENH460,text::Đau lưng dưới vừa nặng,has_name
disease::BENH460,symptom::đau thắt lưng,has_symptom
disease::BENH460,symptom::đau lan mông,has_symptom
disease::BENH460,symptom::cứng lưng,has_symptom
disease::BENH461,text::Sâu răng cấp,has_name
disease::BENH461,symptom::đau răng,has_symptom
disease::BENH461,symptom::ê buốt,has_symptom
disease::BENH461,symptom::lỗ sâu răng,has_symptom
disease::BENH462,text::Trật khớp không đặc hiệu chưa rõ nguyên nhân,has_name
disease::BENH462,symptom::đau dữ dội,has_symptom
disease::BENH462,symptom::biến dạng khớp,has_symptom
disease::BENH462,symptom::hạn chế vận động,has_symptom
disease::BENH463,text::Đau lưng trên mạn chưa rõ nguyên nhân,has_name
disease::BENH463,symptom::đau lưng,has_symptom
disease::BENH463,symptom::căng cơ,has_symptom
disease::BENH463,symptom::mỏi vai,has_symptom
disease::BENH464,text::Thiếu máu cấp,has_name
disease::BENH464,symptom::mệt,has_symptom
disease::BENH464,symptom::hoa mắt,has_symptom
disease::BENH464,symptom::chóng mặt,has_symptom
disease::BENH464,symptom::da xanh,has_symptom
disease::BENH465,text::Viêm thận - bể thận tái phát,has_name
disease::BENH465,symptom::sốt cao,has_symptom
disease::BENH465,symptom::đau hông lưng,has_symptom
disease::BENH465,symptom::tiểu buốt,has_symptom
disease::BENH466,text::Viêm niệu đạo cấp cấp vừa vừa,has_name
disease::BENH466,symptom::tiểu buốt,has_symptom
disease::BENH466,symptom::tiểu rắt,has_symptom
disease::BENH466,symptom::ngứa niệu đạo,has_symptom
disease::BENH467,text::Dị ứng không đặc hiệu,has_name
disease::BENH467,symptom::ngứa,has_symptom
disease::BENH467,symptom::nổi mề đay,has_symptom
disease::BENH467,symptom::hắt hơi,has_symptom
disease::BENH467,symptom::chảy nước mắt,has_symptom
disease::BENH468,text::Nôn ói nặng không đặc hiệu nhẹ,has_name
disease::BENH468,symptom::buồn nôn,has_symptom
disease::BENH468,symptom::nôn,has_symptom
disease::BENH468,symptom::mệt,has_symptom
disease::BENH468,symptom::chóng mặt,has_symptom
disease::BENH469,text::Bong gân cấp không đặc hiệu,has_name
disease::BENH469,symptom::sưng đau,has_symptom
disease::BENH469,symptom::hạn chế vận động,has_symptom
disease::BENH469,symptom::bầm tím,has_symptom
disease::BENH470,text::Gan nhiễm mỡ nhẹ chưa rõ nguyên nhân,has_name
disease::BENH470,symptom::mệt,has_symptom
disease::BENH470,symptom::nặng tức hạ sườn phải,has_symptom
disease::BENH471,text::Chấn thương phần mềm mạn nhẹ không đặc hiệu,has_name
disease::BENH471,symptom::sưng đau,has_symptom
disease::BENH471,symptom::bầm tím,has_symptom
disease::BENH471,symptom::đau khi vận động,has_symptom
disease::BENH472,text::Loãng xương nặng cấp,has_name
disease::BENH472,symptom::đau lưng,has_symptom
disease::BENH472,symptom::giảm chiều cao,has_symptom
disease::BENH472,symptom::dễ gãy xương,has_symptom
disease::BENH473,text::Rối loạn lipid máu nhẹ tái phát nhẹ,has_name
disease::BENH473,symptom::mỡ máu cao,has_symptom
disease::BENH473,symptom::thừa cân,has_symptom
disease::BENH473,symptom::ít triệu chứng,has_symptom
disease::BENH474,text::Gan nhiễm mỡ không đặc hiệu mạn,has_name
disease::BENH474,symptom::mệt,has_symptom
disease::BENH474,symptom::nặng tức hạ sườn phải,has_symptom
disease::BENH475,text::Tiểu đêm nhẹ,has_name
disease::BENH475,symptom::đi tiểu nhiều về đêm,has_symptom
disease::BENH475,symptom::mất ngủ,has_symptom
disease::BENH475,symptom::mệt,has_symptom
disease::BENH476,text::Suy thận cấp mạn,has_name
disease::BENH476,symptom::tiểu ít,has_symptom
disease::BENH476,symptom::phù,has_symptom
disease::BENH476,symptom::mệt,has_symptom
disease::BENH476,symptom::buồn nôn,has_symptom
disease::BENH477,text::Tiểu đêm cấp,has_name
disease::BENH477,symptom::đi tiểu nhiều về đêm,has_symptom
disease::BENH477,symptom::mất ngủ,has_symptom
disease::BENH477,symptom::mệt,has_symptom
disease::BENH478,text::Loãng xương tái phát chưa rõ nguyên nhân,has_name
disease::BENH478,symptom::đau lưng,has_symptom
disease::BENH478,symptom::giảm chiều cao,has_symptom
disease::BENH478,symptom::dễ gãy xương,has_symptom
disease::BENH479,text::Nhiễm khuẩn tiết niệu nặng cấp mạn cấp mạn chưa rõ nguyên nhân,has_name
disease::BENH479,symptom::tiểu buốt,has_symptom
disease::BENH479,symptom::tiểu rắt,has_symptom
disease::BENH479,symptom::đau bụng dưới,has_symptom
disease::BENH479,symptom::sốt,has_symptom
disease::BENH480,text::Viêm da tiếp xúc mạn cấp,has_name
disease::BENH480,symptom::đỏ da,has_symptom
disease::BENH480,symptom::rát,has_symptom
disease::BENH480,symptom::ngứa,has_symptom
disease::BENH480,symptom::phồng rộp,has_symptom
disease::BENH481,text::Đau đầu migraine vừa,has_name
disease::BENH481,symptom::đau đầu một bên,has_symptom
disease::BENH481,symptom::buồn nôn,has_symptom
disease::BENH481,symptom::sợ ánh sáng,has_symptom
disease::BENH482,text::Loãng xương nặng nhẹ không đặc hiệu vừa,has_name
disease::BENH482,symptom::đau lưng,has_symptom
disease::BENH482,symptom::giảm chiều cao,has_symptom
disease::BENH482,symptom::dễ gãy xương,has_symptom
disease::BENH483,text::Đau đầu căng thẳng không đặc hiệu chưa rõ nguyên nhân,has_name
disease::BENH483,symptom::đau đầu,has_symptom
disease::BENH483,symptom::căng cổ,has_symptom
disease::BENH483,symptom::mệt,has_symptom
disease::BENH483,symptom::khó tập trung,has_symptom
disease::BENH484,text::Thừa cân nhẹ,has_name
disease::BENH484,symptom::tăng cân,has_symptom
disease::BENH484,symptom::BMI cao,has_symptom
disease::BENH484,symptom::mệt khi vận động,has_symptom
disease::BENH485,text::Gan nhiễm mỡ không đặc hiệu mạn vừa,has_name
disease::BENH485,symptom::mệt,has_symptom
disease::BENH485,symptom::nặng tức hạ sườn phải,has_symptom
disease::BENH486,text::Đầy hơi nặng tái phát cấp nhẹ,has_name
disease::BENH486,symptom::bụng chướng,has_symptom
disease::BENH486,symptom::ợ hơi,has_symptom
disease::BENH486,symptom::khó chịu,has_symptom
disease::BENH486,symptom::chán ăn,has_symptom
disease::BENH487,text::Nôn ói nặng cấp mạn,has_name
disease::BENH487,symptom::buồn nôn,has_symptom
disease::BENH487,symptom::nôn,has_symptom
disease::BENH487,symptom::mệt,has_symptom
disease::BENH487,symptom::chóng mặt,has_symptom
disease::BENH488,text::Khàn tiếng vừa mạn tái phát nhẹ,has_name
disease::BENH488,symptom::nói khó,has_symptom
disease::BENH488,symptom::giọng khàn,has_symptom
disease::BENH488,symptom::đau họng,has_symptom
disease::BENH489,text::Loãng xương không đặc hiệu không đặc hiệu tái phát,has_name
disease::BENH489,symptom::đau lưng,has_symptom
disease::BENH489,symptom::giảm chiều cao,has_symptom
disease::BENH489,symptom::dễ gãy xương,has_symptom
disease::BENH490,text::Viêm niệu đạo cấp cấp vừa vừa vừa,has_name
disease::BENH490,symptom::tiểu buốt,has_symptom
disease::BENH490,symptom::tiểu rắt,has_symptom
disease::BENH490,symptom::ngứa niệu đạo,has_symptom
disease::BENH491,text::Đau răng chưa rõ nguyên nhân tái phát,has_name
disease::BENH491,symptom::đau răng,has_symptom
disease::BENH491,symptom::ê buốt,has_symptom
disease::BENH491,symptom::sưng nướu,has_symptom
disease::BENH492,text::Thừa cân cấp,has_name
disease::BENH492,symptom::tăng cân,has_symptom
disease::BENH492,symptom::BMI cao,has_symptom
disease::BENH492,symptom::mệt khi vận động,has_symptom
disease::BENH493,text::Phù vừa,has_name
disease::BENH493,symptom::sưng chân,has_symptom
disease::BENH493,symptom::mặt,has_symptom
disease::BENH493,symptom::tăng cân nhanh,has_symptom
